client_id,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,campaign_outcome,last_contact_date
5432,82,3,0,True,True,2022-05-07
5433,352,2,0,True,True,2022-05-01
5434,204,4,0,True,True,2022-05-14
5435,1059,5,0,True,True,2022-05-27
5436,248,4,0,True,True,2022-05-19
5437,82,2,0,True,True,2022-05-20
5438,259,2,0,True,True,2022-05-31
5439,703,2,0,True,True,2022-05-06
5440,100,4,0,True,True,2022-05-19
5441,348,2,0,True,True,2022-05-07
5442,430,6,0,True,True,2022-05-21
5443,146,6,0,True,True,2022-05-15
5444,34,2,0,True,True,2022-05-22
5445,297,3,0,True,True,2022-05-26
5446,22,2,0,True,True,2022-05-24
5447,106,3,0,True,True,2022-05-04
5448,465,4,0,True,True,2022-05-09
5449,104,5,0,True,True,2022-05-07
5450,213,4,0,True,True,2022-05-04
5451,74,4,0,True,True,2022-05-05
5452,245,4,0,True,True,2022-05-12
5453,252,5,0,True,True,2022-05-01
5454,317,4,0,True,True,2022-05-12
5455,93,8,0,True,True,2022-05-31
5456,116,5,0,True,True,2022-05-02
5457,386,2,0,True,True,2022-05-06
5458,283,11,0,True,True,2022-05-24
5459,146,4,0,True,True,2022-05-19
5460,215,4,0,True,True,2022-05-08
5461,90,3,0,True,True,2022-05-24
5462,260,3,0,True,True,2022-05-23
5463,267,4,0,True,True,2022-05-14
5464,107,3,0,True,True,2022-05-13
5465,164,3,0,True,True,2022-05-07
5466,427,2,0,True,True,2022-05-31
5467,1222,5,0,True,True,2022-05-08
5468,426,9,0,True,True,2022-05-11
5469,456,4,0,True,True,2022-05-23
5470,40,7,0,True,True,2022-05-29
5471,105,4,0,True,True,2022-05-23
5472,98,17,0,True,True,2022-05-15
5473,27,7,0,True,True,2022-05-26
5474,137,3,0,True,True,2022-05-02
5475,100,4,0,True,True,2022-05-28
5476,1034,9,0,True,True,2022-05-24
5477,320,3,0,True,True,2022-05-11
5478,159,3,0,True,True,2022-05-10
5479,353,2,0,True,True,2022-05-07
5480,331,6,0,True,True,2022-05-03
5481,159,5,0,True,True,2022-05-23
5482,52,3,0,True,True,2022-05-20
5483,117,2,0,True,True,2022-05-26
5484,85,2,0,True,True,2022-05-02
5485,146,6,0,True,True,2022-05-20
5486,49,1,0,True,True,2022-05-18
5487,260,5,0,True,True,2022-05-15
5488,60,3,0,True,True,2022-05-12
5489,193,1,0,True,True,2022-05-02
5490,373,2,0,True,True,2022-05-25
5491,336,1,0,True,True,2022-05-01
5492,200,2,0,True,True,2022-05-09
5493,501,2,0,True,True,2022-05-02
5494,80,1,0,True,True,2022-05-23
5495,299,1,0,True,True,2022-05-06
5496,207,1,0,True,True,2022-05-29
5497,125,1,0,True,True,2022-05-26
5498,237,1,0,True,True,2022-05-30
5499,185,5,0,True,True,2022-05-23
5500,224,1,0,True,True,2022-05-14
5501,183,1,0,True,True,2022-05-09
5502,63,1,0,True,True,2022-05-08
5503,312,1,0,True,True,2022-05-31
5504,188,1,0,True,True,2022-05-29
5505,897,5,0,True,True,2022-05-08
5506,168,1,0,True,True,2022-05-28
5507,322,1,0,True,True,2022-05-03
5508,317,1,0,True,True,2022-05-31
5509,511,1,0,True,True,2022-05-27
5510,155,1,0,True,True,2022-05-18
5511,161,3,0,True,True,2022-05-14
5512,368,6,0,True,True,2022-05-21
5513,247,1,0,True,True,2022-05-12
5514,88,1,0,True,True,2022-05-16
5515,140,1,0,True,True,2022-05-16
5516,31,1,0,True,True,2022-05-27
5517,142,3,0,True,True,2022-05-03
5518,118,1,0,True,True,2022-05-31
5519,158,7,0,True,True,2022-05-03
5520,129,3,0,True,True,2022-05-21
5521,136,2,0,True,True,2022-05-14
5522,122,4,0,True,True,2022-05-05
5523,120,2,0,True,True,2022-05-27
5524,180,2,0,True,True,2022-05-04
5525,702,4,0,True,True,2022-05-13
5526,329,1,0,True,True,2022-05-24
5527,204,1,0,True,True,2022-05-02
5528,120,1,0,True,True,2022-05-14
5529,181,1,0,True,True,2022-05-19
5530,19,17,0,True,True,2022-05-02
5531,460,1,0,True,True,2022-05-27
5532,437,1,0,True,True,2022-05-29
5533,76,2,0,True,True,2022-05-31
5534,226,1,0,True,True,2022-05-27
5535,422,5,0,True,True,2022-05-30
5536,109,1,0,True,True,2022-05-20
5537,219,1,0,True,True,2022-05-18
5538,41,2,0,True,True,2022-05-19
5539,581,1,0,True,True,2022-05-02
5540,131,2,0,True,True,2022-05-16
5541,50,2,0,True,True,2022-05-01
5542,130,1,0,True,True,2022-05-25
5543,194,1,0,True,True,2022-05-31
5544,165,1,0,True,True,2022-05-05
5545,80,1,0,True,True,2022-05-14
5546,470,1,0,True,True,2022-05-15
5547,281,1,0,True,True,2022-05-17
5548,391,1,0,True,True,2022-05-01
5549,24,1,0,True,True,2022-05-01
5550,788,11,0,True,True,2022-05-31
5551,210,1,0,True,True,2022-05-07
5552,367,4,0,True,True,2022-05-27
5553,107,2,0,True,True,2022-05-05
5554,228,1,0,True,True,2022-05-24
5555,135,1,0,True,True,2022-05-07
5556,85,1,0,True,True,2022-05-01
5557,290,2,0,True,True,2022-05-03
5558,153,1,0,True,True,2022-05-02
5559,76,1,0,True,True,2022-05-01
5560,111,1,0,True,True,2022-05-24
5561,168,1,0,True,True,2022-05-14
5562,109,1,0,True,True,2022-05-27
5563,219,1,0,True,True,2022-05-27
5564,14,32,0,True,True,2022-05-19
5565,285,1,0,True,True,2022-05-02
5566,262,1,0,True,True,2022-05-29
5567,96,2,0,True,True,2022-05-27
5568,166,2,0,True,True,2022-05-25
5569,208,2,0,True,True,2022-05-07
5570,483,1,0,True,True,2022-05-04
5571,129,1,0,True,True,2022-05-31
5572,130,1,0,True,True,2022-05-25
5573,754,1,0,True,True,2022-05-07
5574,113,1,0,True,True,2022-05-22
5575,364,1,0,True,True,2022-05-01
5576,258,1,0,True,True,2022-05-14
5577,227,1,0,True,True,2022-05-09
5578,266,3,0,True,True,2022-05-18
5579,232,1,0,True,True,2022-05-19
5580,172,1,0,True,True,2022-05-21
5581,164,1,0,True,True,2022-05-09
5582,167,1,0,True,True,2022-05-27
5583,103,1,0,True,True,2022-05-10
5584,168,1,0,True,True,2022-05-16
5585,297,1,0,True,True,2022-05-25
5586,317,1,0,True,True,2022-05-19
5587,388,1,0,True,True,2022-05-02
5588,62,1,0,True,True,2022-05-03
5589,142,1,0,True,True,2022-05-17
5590,63,1,0,True,True,2022-05-05
5591,212,1,0,True,True,2022-05-01
5592,149,1,0,True,True,2022-05-25
5593,161,3,0,True,True,2022-05-28
5594,165,2,0,True,True,2022-05-19
5595,369,1,0,True,True,2022-05-14
5596,170,2,0,True,True,2022-05-21
5597,974,1,0,True,True,2022-05-26
5598,167,1,0,True,True,2022-05-13
5599,74,1,0,True,True,2022-05-04
5600,96,1,0,True,True,2022-05-21
5601,223,1,0,True,True,2022-05-17
5602,140,2,0,True,True,2022-05-30
5603,396,1,0,True,True,2022-05-09
5604,61,1,0,True,True,2022-05-23
5605,252,1,0,True,True,2022-05-24
5606,379,1,0,True,True,2022-05-24
5607,374,1,0,True,True,2022-05-18
5608,351,1,0,True,True,2022-05-22
5609,262,2,0,True,True,2022-05-08
5610,206,1,0,True,True,2022-05-03
5611,248,1,0,True,True,2022-05-14
5612,166,12,0,True,True,2022-05-23
5613,621,4,0,True,True,2022-05-29
5614,367,2,0,True,True,2022-05-17
5615,116,1,0,True,True,2022-05-31
5616,115,1,0,True,True,2022-05-08
5617,61,1,0,True,True,2022-05-25
5618,142,1,0,True,True,2022-05-17
5619,543,2,0,True,True,2022-05-16
5620,133,1,0,True,True,2022-05-13
5621,52,1,0,True,True,2022-05-10
5622,377,1,0,True,True,2022-05-18
5623,77,1,0,True,True,2022-05-07
5624,200,1,0,True,True,2022-05-05
5625,296,1,0,True,True,2022-05-23
5626,144,1,0,True,True,2022-05-09
5627,473,5,0,True,True,2022-05-17
5628,90,4,0,True,True,2022-05-06
5629,470,1,0,True,True,2022-05-04
5630,302,1,0,True,True,2022-05-20
5631,81,8,0,True,True,2022-05-11
5632,225,1,0,True,True,2022-05-18
5633,252,2,0,True,True,2022-05-23
5634,202,2,0,True,True,2022-05-08
5635,68,1,0,True,True,2022-05-08
5636,745,4,0,True,True,2022-05-15
5637,247,1,0,True,True,2022-05-29
5638,630,1,0,True,True,2022-05-19
5639,16,11,0,True,True,2022-05-20
5640,863,1,0,True,True,2022-05-13
5641,131,4,0,True,True,2022-05-26
5642,265,9,0,True,True,2022-05-13
5643,104,1,0,True,True,2022-05-24
5644,80,2,0,True,True,2022-05-31
5645,90,2,0,True,True,2022-05-24
5646,592,4,0,True,True,2022-05-07
5647,85,1,0,True,True,2022-05-26
5648,153,3,0,True,True,2022-05-28
5649,207,2,0,True,True,2022-05-08
5650,440,1,0,True,True,2022-05-06
5651,127,1,0,True,True,2022-05-05
5652,679,2,0,True,True,2022-05-31
5653,204,1,0,True,True,2022-05-18
5654,269,1,0,True,True,2022-05-09
5655,190,2,0,True,True,2022-05-10
5656,144,3,0,True,True,2022-05-14
5657,112,1,0,True,True,2022-05-16
5658,107,1,0,True,True,2022-05-08
5659,130,1,0,True,True,2022-05-14
5660,167,3,0,True,True,2022-05-12
5661,314,2,0,True,True,2022-05-31
5662,77,1,0,True,True,2022-05-28
5663,407,2,0,True,True,2022-05-06
5664,136,1,0,True,True,2022-05-14
5665,293,1,0,True,True,2022-05-01
5666,97,3,0,True,True,2022-05-29
5667,145,1,0,True,True,2022-05-13
5668,162,2,0,True,True,2022-05-28
5669,105,1,0,True,True,2022-05-11
5670,596,1,0,True,True,2022-05-16
5671,134,1,0,True,True,2022-05-02
5672,108,1,0,True,True,2022-05-12
5673,161,1,0,True,True,2022-05-31
5674,65,1,0,True,True,2022-05-07
5675,188,1,0,True,True,2022-05-14
5676,312,1,0,True,True,2022-05-17
5677,237,1,0,True,True,2022-05-18
5678,130,1,0,True,True,2022-05-31
5679,314,2,0,True,True,2022-05-18
5680,175,2,0,True,True,2022-05-21
5681,87,2,0,True,True,2022-05-19
5682,123,14,0,True,True,2022-05-28
5683,157,5,0,True,True,2022-05-06
5684,204,2,0,True,True,2022-05-27
5685,150,2,0,True,True,2022-05-03
5686,240,2,0,True,True,2022-05-21
5687,109,7,0,True,True,2022-05-30
5688,243,6,0,True,True,2022-05-24
5689,536,1,0,True,True,2022-05-08
5690,120,1,0,True,True,2022-05-06
5691,182,5,0,True,True,2022-05-12
5692,70,3,0,True,True,2022-05-28
5693,45,4,0,True,True,2022-05-03
5694,280,3,0,True,True,2022-05-05
5695,215,2,0,True,True,2022-05-22
5696,147,3,0,True,True,2022-05-14
5697,222,2,0,True,True,2022-05-25
5698,404,1,0,True,True,2022-05-10
5699,1234,3,0,True,True,2022-05-16
5700,306,3,0,True,True,2022-05-17
5701,506,2,0,True,True,2022-05-14
5702,255,1,0,True,True,2022-05-07
5703,252,2,0,True,True,2022-05-07
5704,127,2,0,True,True,2022-05-02
5705,140,2,0,True,True,2022-05-28
5706,200,2,0,True,True,2022-05-31
5707,642,2,0,True,True,2022-05-10
5708,181,2,0,True,True,2022-05-12
5709,127,2,0,True,True,2022-05-04
5710,171,1,0,True,True,2022-05-13
5711,916,2,0,True,True,2022-05-27
5712,629,2,0,True,True,2022-05-18
5713,155,6,0,True,True,2022-05-27
5714,290,2,0,True,True,2022-05-02
5715,159,3,0,True,True,2022-05-09
5716,111,1,0,True,True,2022-05-01
5717,729,2,0,True,True,2022-05-07
5718,434,4,0,True,True,2022-05-04
5719,218,2,0,True,True,2022-05-02
5720,250,3,0,True,True,2022-05-15
5721,107,3,0,True,True,2022-05-15
5722,272,6,0,True,True,2022-05-25
5723,574,3,0,True,True,2022-05-28
5724,89,3,0,True,True,2022-05-06
5725,133,3,0,True,True,2022-05-18
5726,114,3,0,True,True,2022-05-08
5727,175,3,0,True,True,2022-05-26
5728,257,3,0,True,True,2022-05-02
5729,268,3,0,True,True,2022-05-22
5730,208,3,0,True,True,2022-05-04
5731,895,4,0,True,True,2022-05-06
5732,225,1,0,True,True,2022-05-04
5733,327,1,0,True,True,2022-05-12
5734,99,3,0,True,True,2022-05-25
5735,293,4,0,True,True,2022-05-08
5736,68,3,0,True,True,2022-05-19
5737,124,2,0,True,True,2022-05-22
5738,519,2,0,True,True,2022-05-28
5739,150,1,0,True,True,2022-05-08
5740,504,2,0,True,True,2022-05-18
5741,175,1,0,True,True,2022-05-13
5742,289,1,0,True,True,2022-05-04
5743,16,1,0,True,True,2022-05-06
5744,100,8,0,True,True,2022-05-27
5745,321,1,0,True,True,2022-05-11
5746,239,3,0,True,True,2022-05-04
5747,614,2,0,True,True,2022-05-22
5748,248,2,0,True,True,2022-05-24
5749,93,2,0,True,True,2022-05-06
5750,355,2,0,True,True,2022-05-06
5751,177,1,0,True,True,2022-05-10
5752,245,3,0,True,True,2022-05-05
5753,121,1,0,True,True,2022-05-27
5754,192,6,0,True,True,2022-05-27
5755,110,2,0,True,True,2022-05-07
5756,160,3,0,True,True,2022-05-04
5757,249,2,0,True,True,2022-05-05
5758,147,1,0,True,True,2022-05-06
5759,16,1,0,True,True,2022-05-01
5760,240,1,0,True,True,2022-05-24
5761,131,1,0,True,True,2022-05-09
5762,115,2,0,True,True,2022-05-24
5763,349,2,0,True,True,2022-05-30
5764,114,2,0,True,True,2022-05-08
5765,445,2,0,True,True,2022-05-08
5766,144,3,0,True,True,2022-05-29
5767,341,12,0,True,True,2022-05-15
5768,796,1,0,True,True,2022-05-17
5769,76,3,0,True,True,2022-05-13
5770,126,2,0,True,True,2022-05-14
5771,101,2,0,True,True,2022-05-05
5772,91,2,0,True,True,2022-05-09
5773,52,3,0,True,True,2022-05-21
5774,78,2,0,True,True,2022-05-23
5775,471,1,0,True,True,2022-05-01
5776,724,1,0,True,True,2022-05-19
5777,99,1,0,True,True,2022-05-08
5778,293,1,0,True,True,2022-05-07
5779,333,1,0,True,True,2022-05-25
5780,431,2,0,True,True,2022-05-23
5781,523,2,0,True,True,2022-05-10
5782,470,2,0,True,True,2022-05-14
5783,695,4,0,True,True,2022-05-18
5784,741,6,0,True,True,2022-05-03
5785,151,3,0,True,True,2022-05-30
5786,135,2,0,True,True,2022-05-04
5787,70,6,0,True,True,2022-05-21
5788,472,3,0,True,True,2022-05-21
5789,258,2,0,True,True,2022-05-07
5790,113,4,0,True,True,2022-05-06
5791,372,14,0,True,True,2022-05-13
5792,603,1,0,True,True,2022-05-27
5793,85,2,0,True,True,2022-05-15
5794,76,2,0,True,True,2022-05-29
5795,399,2,0,True,True,2022-05-02
5796,402,2,0,True,True,2022-05-10
5797,129,3,0,True,True,2022-05-02
5798,535,6,0,True,True,2022-05-08
5799,181,3,0,True,True,2022-05-18
5800,48,2,0,True,True,2022-05-30
5801,114,2,0,True,True,2022-05-01
5802,87,3,0,True,True,2022-05-05
5803,169,4,0,True,True,2022-05-06
5804,116,4,0,True,True,2022-05-12
5805,100,2,0,True,True,2022-05-29
5806,212,2,0,True,True,2022-05-26
5807,304,4,0,True,True,2022-05-14
5808,114,2,0,True,True,2022-05-18
5809,102,2,0,True,True,2022-05-18
5810,291,2,0,True,True,2022-05-18
5811,112,2,0,True,True,2022-05-18
5812,207,2,0,True,True,2022-05-27
5813,197,2,0,True,True,2022-05-21
5814,103,2,0,True,True,2022-05-06
5815,45,5,0,True,True,2022-05-27
5816,125,6,0,True,True,2022-05-06
5817,114,2,0,True,True,2022-05-12
5818,414,2,0,True,True,2022-05-17
5819,319,4,0,True,True,2022-05-29
5820,346,2,0,True,True,2022-05-09
5821,157,3,0,True,True,2022-05-26
5822,160,11,0,True,True,2022-05-20
5823,83,3,0,True,True,2022-05-15
5824,97,3,0,True,True,2022-05-15
5825,98,4,0,True,True,2022-05-24
5826,133,4,0,True,True,2022-05-25
5827,451,2,0,True,True,2022-05-16
5828,34,3,0,True,True,2022-05-16
5829,79,5,0,True,True,2022-05-09
5830,109,2,0,True,True,2022-05-28
5831,454,3,0,True,True,2022-05-01
5832,251,3,0,True,True,2022-05-09
5833,122,5,0,True,True,2022-05-24
5834,166,2,0,True,True,2022-05-03
5835,816,2,0,True,True,2022-05-09
5836,87,2,0,True,True,2022-05-05
5837,81,6,0,True,True,2022-05-12
5838,109,5,0,True,True,2022-05-12
5839,375,2,0,True,True,2022-05-12
5840,51,2,0,True,True,2022-05-05
5841,118,4,0,True,True,2022-05-09
5842,178,5,0,True,True,2022-05-18
5843,165,5,0,True,True,2022-05-31
5844,155,2,0,True,True,2022-05-27
5845,173,3,0,True,True,2022-05-05
5846,304,4,0,True,True,2022-05-21
5847,583,6,0,True,True,2022-05-18
5848,138,2,0,True,True,2022-05-26
5849,250,2,0,True,True,2022-05-04
5850,748,3,0,True,True,2022-05-21
5851,14,11,0,True,True,2022-05-13
5852,896,3,0,True,True,2022-05-25
5853,83,1,0,True,True,2022-05-21
5854,543,4,0,True,True,2022-05-22
5855,398,7,0,True,True,2022-05-06
5856,158,4,0,True,True,2022-05-15
5857,365,3,0,True,True,2022-05-27
5858,304,3,0,True,True,2022-05-05
5859,118,6,0,True,True,2022-05-18
5860,469,2,0,True,True,2022-05-03
5861,488,3,0,True,True,2022-05-21
5862,232,3,0,True,True,2022-05-22
5863,764,2,0,True,True,2022-05-24
5864,411,3,0,True,True,2022-05-18
5865,149,7,0,True,True,2022-05-23
5866,63,3,0,True,True,2022-05-21
5867,125,3,0,True,True,2022-05-10
5868,207,4,0,True,True,2022-05-11
5869,84,3,0,True,True,2022-05-25
5870,29,2,0,True,True,2022-05-07
5871,162,4,0,True,True,2022-05-27
5872,159,2,0,True,True,2022-05-14
5873,23,10,0,True,True,2022-05-21
5874,147,6,0,True,True,2022-05-23
5875,90,5,0,True,True,2022-05-11
5876,409,2,0,True,True,2022-05-01
5877,118,6,0,True,True,2022-05-29
5878,175,5,0,True,True,2022-05-15
5879,219,4,0,True,True,2022-05-17
5880,96,5,0,True,True,2022-05-24
5881,76,5,0,True,True,2022-05-29
5882,66,3,0,True,True,2022-05-07
5883,113,5,0,True,True,2022-05-11
5884,232,5,0,True,True,2022-05-16
5885,129,3,0,True,True,2022-05-05
5886,405,4,0,True,True,2022-05-02
5887,251,11,0,True,True,2022-05-10
5888,128,5,0,True,True,2022-05-04
5889,253,2,0,True,True,2022-05-16
5890,245,3,0,True,True,2022-05-14
5891,188,7,0,True,True,2022-05-31
5892,118,2,0,True,True,2022-05-17
5893,140,2,0,True,True,2022-05-26
5894,102,22,0,True,True,2022-05-02
5895,763,6,0,True,True,2022-05-29
5896,97,4,0,True,True,2022-05-19
5897,41,2,0,True,True,2022-05-01
5898,329,2,0,True,True,2022-05-02
5899,51,5,0,True,True,2022-05-21
5900,130,3,0,True,True,2022-05-04
5901,241,2,0,True,True,2022-05-15
5902,308,4,0,True,True,2022-05-06
5903,118,2,0,True,True,2022-05-22
5904,14,16,0,True,True,2022-05-14
5905,125,4,0,True,True,2022-05-15
5906,193,5,0,True,True,2022-05-29
5907,200,3,0,True,True,2022-05-24
5908,349,4,0,True,True,2022-05-14
5909,282,3,0,True,True,2022-05-09
5910,633,1,0,True,True,2022-05-18
5911,560,4,0,True,True,2022-05-12
5912,114,3,0,True,True,2022-05-10
5913,172,7,0,True,True,2022-05-10
5914,292,7,0,True,True,2022-05-16
5915,269,3,0,True,True,2022-05-24
5916,220,6,0,True,True,2022-05-19
5917,376,3,0,True,True,2022-05-16
5918,73,6,0,True,True,2022-05-21
5919,121,2,0,True,True,2022-05-16
5920,59,4,0,True,True,2022-05-17
5921,64,3,0,True,True,2022-05-10
5922,353,3,0,True,True,2022-05-03
5923,322,5,0,True,True,2022-05-30
5924,67,3,0,True,True,2022-05-01
5925,163,2,0,True,True,2022-05-13
5926,99,3,0,True,True,2022-05-07
5927,27,2,0,True,True,2022-05-07
5928,119,2,0,True,True,2022-05-26
5929,148,4,0,True,True,2022-05-26
5930,222,4,0,True,True,2022-05-29
5931,265,2,0,True,True,2022-05-10
5932,214,2,0,True,True,2022-05-26
5933,152,2,0,True,True,2022-05-14
5934,75,2,0,True,True,2022-05-03
5935,62,4,0,True,True,2022-05-31
5936,112,3,0,True,True,2022-05-03
5937,220,6,0,True,True,2022-05-12
5938,204,3,0,True,True,2022-05-06
5939,160,6,0,True,True,2022-05-20
5940,233,1,0,True,True,2022-05-08
5941,129,1,0,True,True,2022-05-19
5942,172,1,0,True,True,2022-05-20
5943,578,2,0,True,True,2022-05-20
5944,183,9,0,True,True,2022-05-22
5945,565,2,0,True,True,2022-05-03
5946,154,1,0,True,True,2022-05-21
5947,125,1,0,True,True,2022-05-24
5948,1063,5,0,True,True,2022-05-02
5949,111,1,0,True,True,2022-05-04
5950,231,1,0,True,True,2022-05-17
5951,195,1,0,True,True,2022-05-14
5952,125,3,0,True,True,2022-05-12
5953,193,5,0,True,True,2022-05-07
5954,287,4,0,True,True,2022-05-08
5955,277,4,0,True,True,2022-05-24
5956,84,4,0,True,True,2022-05-19
5957,47,5,0,True,True,2022-05-26
5958,285,1,0,True,True,2022-05-26
5959,130,2,0,True,True,2022-05-22
5960,24,1,0,True,True,2022-05-27
5961,955,1,0,True,True,2022-05-16
5962,236,1,0,True,True,2022-05-05
5963,336,2,0,True,True,2022-05-05
5964,150,1,0,True,True,2022-05-29
5965,159,1,0,True,True,2022-05-02
5966,180,1,0,True,True,2022-05-04
5967,163,2,0,True,True,2022-05-06
5968,197,1,0,True,True,2022-05-11
5969,218,1,0,True,True,2022-05-13
5970,34,3,0,True,True,2022-05-13
5971,386,11,0,True,True,2022-05-04
5972,154,1,0,True,True,2022-05-02
5973,159,2,0,True,True,2022-05-24
5974,157,2,0,True,True,2022-05-24
5975,227,3,0,True,True,2022-05-27
5976,116,1,0,True,True,2022-05-20
5977,205,3,0,True,True,2022-05-15
5978,1205,1,0,True,True,2022-05-10
5979,133,1,0,True,True,2022-05-07
5980,59,1,0,True,True,2022-05-11
5981,229,2,0,True,True,2022-05-09
5982,147,1,0,True,True,2022-05-31
5983,147,1,0,True,True,2022-05-22
5984,179,1,0,True,True,2022-05-22
5985,185,1,0,True,True,2022-05-05
5986,427,1,0,True,True,2022-05-20
5987,171,3,0,True,True,2022-05-28
5988,237,1,0,True,True,2022-05-01
5989,228,1,0,True,True,2022-05-23
5990,269,1,0,True,True,2022-05-20
5991,156,2,0,True,True,2022-05-08
5992,162,1,0,True,True,2022-05-04
5993,674,1,0,True,True,2022-05-26
5994,234,1,0,True,True,2022-05-28
5995,123,1,0,True,True,2022-05-14
5996,275,1,0,True,True,2022-05-23
5997,115,1,0,True,True,2022-05-11
5998,1051,1,0,True,True,2022-05-22
5999,142,1,0,True,True,2022-05-20
6000,99,1,0,True,True,2022-05-13
6001,340,1,0,True,True,2022-05-08
6002,47,1,0,True,True,2022-05-03
6003,182,2,0,True,True,2022-05-03
6004,260,1,0,True,True,2022-05-07
6005,35,1,0,True,True,2022-05-08
6006,121,1,0,True,True,2022-05-24
6007,143,1,0,True,True,2022-05-22
6008,472,1,0,True,True,2022-05-22
6009,207,2,0,True,True,2022-05-12
6010,597,3,0,True,True,2022-05-17
6011,274,1,0,True,True,2022-05-10
6012,420,1,0,True,True,2022-05-16
6013,532,2,0,True,True,2022-05-25
6014,128,1,0,True,True,2022-05-24
6015,62,4,0,True,True,2022-05-04
6016,185,1,0,True,True,2022-05-02
6017,275,4,0,True,True,2022-05-24
6018,740,1,0,True,True,2022-05-18
6019,111,10,0,True,True,2022-05-17
6020,271,3,0,True,True,2022-05-02
6021,776,1,0,True,True,2022-05-29
6022,90,2,0,True,True,2022-05-07
6023,299,1,0,True,True,2022-05-04
6024,181,1,0,True,True,2022-05-21
6025,330,2,0,True,True,2022-05-18
6026,518,2,0,True,True,2022-05-07
6027,243,2,0,True,True,2022-05-27
6028,472,1,0,True,True,2022-05-26
6029,148,1,0,True,True,2022-05-25
6030,514,1,0,True,True,2022-05-10
6031,388,2,0,True,True,2022-05-04
6032,224,1,0,True,True,2022-05-22
6033,118,1,0,True,True,2022-05-05
6034,255,1,0,True,True,2022-05-14
6035,70,3,0,True,True,2022-05-17
6036,296,2,0,True,True,2022-05-10
6037,550,1,0,True,True,2022-05-20
6038,313,1,0,True,True,2022-05-10
6039,257,1,0,True,True,2022-05-01
6040,243,2,0,True,True,2022-05-10
6041,77,1,0,True,True,2022-05-25
6042,114,1,0,True,True,2022-05-07
6043,73,2,0,True,True,2022-05-31
6044,290,1,0,True,True,2022-05-02
6045,86,1,0,True,True,2022-05-28
6046,126,1,0,True,True,2022-05-09
6047,168,1,0,True,True,2022-05-10
6048,188,1,0,True,True,2022-05-02
6049,106,2,0,True,True,2022-05-03
6050,45,1,0,True,True,2022-05-18
6051,25,1,0,True,True,2022-05-30
6052,114,1,0,True,True,2022-05-16
6053,82,1,0,True,True,2022-05-02
6054,33,1,0,True,True,2022-05-17
6055,322,2,0,True,True,2022-05-10
6056,446,1,0,True,True,2022-05-10
6057,122,1,0,True,True,2022-05-20
6058,121,4,0,True,True,2022-05-11
6059,78,1,0,True,True,2022-05-12
6060,70,2,0,True,True,2022-05-21
6061,213,2,0,True,True,2022-05-15
6062,115,1,0,True,True,2022-05-11
6063,305,1,0,True,True,2022-05-24
6064,19,1,0,True,True,2022-05-05
6065,643,2,0,True,True,2022-05-20
6066,371,2,0,True,True,2022-05-28
6067,363,3,0,True,True,2022-05-01
6068,384,1,0,True,True,2022-05-09
6069,492,2,0,True,True,2022-05-16
6070,222,2,0,True,True,2022-05-22
6071,144,1,0,True,True,2022-05-31
6072,426,2,0,True,True,2022-05-17
6073,181,1,0,True,True,2022-05-21
6074,39,7,0,True,True,2022-05-02
6075,174,1,0,True,True,2022-05-23
6076,293,2,0,True,True,2022-05-09
6077,316,2,0,True,True,2022-05-19
6078,151,1,0,True,True,2022-05-11
6079,132,1,0,True,True,2022-05-04
6080,129,1,0,True,True,2022-05-18
6081,106,1,0,True,True,2022-05-01
6082,68,5,0,True,True,2022-05-31
6083,255,1,0,True,True,2022-05-24
6084,189,1,0,True,True,2022-05-27
6085,173,3,0,True,True,2022-05-04
6086,161,2,0,True,True,2022-05-30
6087,155,1,0,True,True,2022-05-28
6088,72,1,0,True,True,2022-05-08
6089,109,2,0,True,True,2022-05-15
6090,62,4,0,True,True,2022-05-30
6091,137,2,0,True,True,2022-05-19
6092,310,1,0,True,True,2022-05-05
6093,195,2,0,True,True,2022-05-04
6094,470,2,0,True,True,2022-05-04
6095,139,1,0,True,True,2022-05-10
6096,169,1,0,True,True,2022-05-09
6097,223,1,0,True,True,2022-05-24
6098,201,2,0,True,True,2022-05-03
6099,596,1,0,True,True,2022-05-18
6100,253,16,0,True,True,2022-05-10
6101,600,2,0,True,True,2022-05-24
6102,133,1,0,True,True,2022-05-28
6103,43,1,0,True,True,2022-05-28
6104,731,3,0,True,True,2022-05-26
6105,659,4,0,True,True,2022-05-06
6106,112,1,0,True,True,2022-05-28
6107,124,1,0,True,True,2022-05-06
6108,59,1,0,True,True,2022-05-27
6109,121,1,0,True,True,2022-05-27
6110,98,1,0,True,True,2022-05-22
6111,175,1,0,True,True,2022-05-21
6112,202,1,0,True,True,2022-05-04
6113,185,1,0,True,True,2022-05-13
6114,170,1,0,True,True,2022-05-12
6115,184,1,0,True,True,2022-05-21
6116,261,1,0,True,True,2022-05-15
6117,103,1,0,True,True,2022-05-12
6118,190,1,0,True,True,2022-05-30
6119,198,1,0,True,True,2022-05-23
6120,170,1,0,True,True,2022-05-05
6121,235,5,0,True,True,2022-05-01
6122,166,2,0,True,True,2022-05-05
6123,169,2,0,True,True,2022-05-02
6124,125,1,0,True,True,2022-05-27
6125,272,3,0,True,True,2022-05-14
6126,265,2,0,True,True,2022-05-26
6127,233,2,0,True,True,2022-05-19
6128,307,2,0,True,True,2022-05-22
