client_id,age,job,marital,education,credit_default,mortgage
10318,46,unknown,married,basic_4y,True,True
10319,37,admin_,divorced,university_degree,True,True
10320,33,blue-collar,married,basic_9y,True,True
10321,57,services,divorced,high_school,True,True
10322,60,management,married,,True,True
10323,36,admin_,married,university_degree,True,True
10324,34,blue-collar,married,basic_9y,True,True
10325,38,admin_,married,high_school,True,True
10326,31,blue-collar,married,basic_9y,True,True
10327,25,student,single,high_school,True,True
10328,42,technician,married,university_degree,True,True
10329,29,admin_,single,basic_9y,True,True
10330,41,blue-collar,married,basic_9y,True,True
10331,44,technician,divorced,professional_course,True,True
10332,43,self-employed,married,basic_9y,True,True
10333,51,management,married,basic_4y,True,True
10334,29,admin_,single,university_degree,True,True
10335,33,self-employed,single,university_degree,True,True
10336,34,entrepreneur,single,professional_course,True,True
10337,53,admin_,married,university_degree,True,True
10338,41,unknown,single,,True,True
10339,52,blue-collar,married,basic_4y,True,True
10340,44,management,divorced,basic_9y,True,True
10341,38,technician,married,professional_course,True,True
10342,26,technician,married,professional_course,True,True
10343,30,blue-collar,married,high_school,True,True
10344,41,technician,married,professional_course,True,True
10345,40,blue-collar,single,basic_9y,True,True
10346,57,technician,married,basic_9y,True,True
10347,35,admin_,single,university_degree,True,True
10348,41,technician,single,university_degree,True,True
10349,53,unknown,married,high_school,True,True
10350,40,housemaid,married,basic_4y,True,True
10351,26,admin_,married,high_school,True,True
10352,45,blue-collar,married,basic_9y,True,True
10353,31,entrepreneur,single,basic_9y,True,True
10354,32,admin_,single,university_degree,True,True
10355,29,blue-collar,single,high_school,True,True
10356,28,blue-collar,married,basic_6y,True,True
10357,27,blue-collar,single,basic_9y,True,True
10358,32,blue-collar,married,basic_9y,True,True
10359,52,blue-collar,married,basic_4y,True,True
10360,46,admin_,single,high_school,True,True
10361,37,entrepreneur,single,university_degree,True,True
10362,36,management,married,university_degree,True,True
10363,28,student,single,high_school,True,True
10364,52,blue-collar,married,basic_9y,True,True
10365,30,technician,divorced,professional_course,True,True
10366,29,technician,single,university_degree,True,True
10367,55,housemaid,married,professional_course,True,True
10368,45,blue-collar,divorced,basic_9y,True,True
10369,24,unemployed,married,university_degree,True,True
10370,43,technician,single,high_school,True,True
10371,46,technician,married,high_school,True,True
10372,24,services,married,high_school,True,True
10373,38,blue-collar,single,basic_9y,True,True
10374,56,services,divorced,high_school,True,True
10375,41,blue-collar,divorced,basic_6y,True,True
10376,35,admin_,married,professional_course,True,True
10377,45,management,married,,True,True
10378,26,admin_,divorced,high_school,True,True
10379,53,blue-collar,divorced,basic_4y,True,True
10380,53,blue-collar,divorced,basic_4y,True,True
10381,37,admin_,married,high_school,True,True
10382,52,entrepreneur,married,university_degree,True,True
10383,35,blue-collar,divorced,basic_9y,True,True
10384,48,blue-collar,married,basic_4y,True,True
10385,41,blue-collar,divorced,basic_9y,True,True
10386,36,admin_,single,university_degree,True,True
10387,44,unknown,single,basic_9y,True,True
10388,31,blue-collar,divorced,high_school,True,True
10389,26,blue-collar,single,basic_4y,True,True
10390,34,technician,married,professional_course,True,True
10391,45,admin_,married,high_school,True,True
10392,39,admin_,single,high_school,True,True
10393,51,blue-collar,married,basic_9y,True,True
10394,50,blue-collar,divorced,basic_4y,True,True
10395,40,blue-collar,married,basic_9y,True,True
10396,43,blue-collar,married,basic_6y,True,True
10397,29,admin_,single,university_degree,True,True
10398,42,blue-collar,married,basic_9y,True,True
10399,30,technician,single,university_degree,True,True
10400,40,entrepreneur,married,high_school,True,True
10401,34,services,married,high_school,True,True
10402,39,management,married,university_degree,True,True
10403,60,management,divorced,university_degree,True,True
10404,30,services,single,,True,True
10405,35,services,single,high_school,True,True
10406,34,technician,divorced,professional_course,True,True
10407,35,admin_,divorced,university_degree,True,True
10408,52,entrepreneur,married,basic_4y,True,True
10409,60,retired,married,basic_4y,True,True
10410,25,self-employed,single,university_degree,True,True
10411,35,admin_,single,high_school,True,True
10412,40,services,single,high_school,True,True
10413,35,admin_,divorced,high_school,True,True
10414,58,unemployed,single,basic_4y,True,True
10415,37,technician,married,basic_6y,True,True
10416,42,blue-collar,married,basic_6y,True,True
10417,32,services,married,high_school,True,True
10418,31,blue-collar,single,high_school,True,True
10419,30,technician,married,professional_course,True,True
10420,47,unknown,married,,True,True
10421,34,admin_,married,university_degree,True,True
10422,29,admin_,married,university_degree,True,True
10423,28,services,married,,True,True
10424,50,services,single,high_school,True,True
10425,25,unemployed,single,high_school,True,True
10426,35,technician,married,university_degree,True,True
10427,34,blue-collar,married,basic_9y,True,True
10428,24,blue-collar,married,basic_9y,True,True
10429,52,retired,divorced,basic_4y,True,True
10430,59,retired,married,basic_4y,True,True
10431,26,blue-collar,married,basic_9y,True,True
10432,55,blue-collar,married,basic_4y,True,True
10433,31,blue-collar,married,basic_9y,True,True
10434,37,technician,single,high_school,True,True
10435,36,management,single,university_degree,True,True
10436,54,technician,married,university_degree,True,True
10437,24,services,single,high_school,True,True
10438,53,technician,married,professional_course,True,True
10439,28,admin_,married,university_degree,True,True
10440,32,technician,married,professional_course,True,True
10441,57,services,divorced,high_school,True,True
10442,48,technician,married,high_school,True,True
10443,34,admin_,married,university_degree,True,True
10444,48,unemployed,divorced,basic_4y,True,True
10445,39,services,single,high_school,True,True
10446,33,admin_,married,high_school,True,True
10447,37,technician,single,university_degree,True,True
10448,32,blue-collar,married,high_school,True,True
10449,42,admin_,single,high_school,True,True
10450,34,blue-collar,married,basic_6y,True,True
10451,35,admin_,married,high_school,True,True
10452,47,blue-collar,married,basic_9y,True,True
10453,42,housemaid,married,,True,True
10454,57,management,married,university_degree,True,True
10455,44,blue-collar,married,basic_4y,True,True
10456,47,blue-collar,married,basic_4y,True,True
10457,49,management,married,high_school,True,True
10458,30,blue-collar,married,basic_9y,True,True
10459,41,blue-collar,married,basic_9y,True,True
10460,32,blue-collar,divorced,basic_9y,True,True
10461,39,entrepreneur,married,high_school,True,True
10462,36,blue-collar,single,university_degree,True,True
10463,30,technician,divorced,professional_course,True,True
10464,40,blue-collar,married,basic_9y,True,True
10465,38,blue-collar,single,basic_6y,True,True
10466,51,admin_,married,high_school,True,True
10467,55,management,married,university_degree,True,True
10468,36,admin_,married,university_degree,True,True
10469,54,technician,married,high_school,True,True
10470,32,student,single,university_degree,True,True
10471,29,blue-collar,single,high_school,True,True
10472,52,entrepreneur,divorced,basic_4y,True,True
10473,55,admin_,divorced,university_degree,True,True
10474,41,technician,married,university_degree,True,True
10475,39,technician,married,professional_course,True,True
10476,36,blue-collar,single,basic_6y,True,True
10477,44,services,divorced,high_school,True,True
10478,37,admin_,married,high_school,True,True
10479,36,technician,married,professional_course,True,True
10480,34,services,married,high_school,True,True
10481,50,technician,married,professional_course,True,True
10482,34,blue-collar,married,professional_course,True,True
10483,34,admin_,married,university_degree,True,True
10484,36,services,married,high_school,True,True
10485,52,management,divorced,high_school,True,True
10486,45,blue-collar,divorced,basic_4y,True,True
10487,37,blue-collar,married,high_school,True,True
10488,38,blue-collar,divorced,high_school,True,True
10489,37,blue-collar,single,basic_9y,True,True
10490,37,blue-collar,married,basic_9y,True,True
10491,30,technician,divorced,high_school,True,True
10492,48,services,divorced,basic_6y,True,True
10493,43,technician,single,professional_course,True,True
10494,31,services,married,high_school,True,True
10495,32,technician,single,university_degree,True,True
10496,35,blue-collar,married,basic_9y,True,True
10497,37,blue-collar,single,high_school,True,True
10498,29,blue-collar,married,basic_9y,True,True
10499,43,admin_,married,university_degree,True,True
10500,31,admin_,divorced,high_school,True,True
10501,37,technician,single,university_degree,True,True
10502,54,services,married,,True,True
10503,47,blue-collar,married,basic_4y,True,True
10504,39,blue-collar,married,basic_9y,True,True
10505,59,retired,single,high_school,True,True
10506,57,technician,divorced,university_degree,True,True
10507,46,admin_,single,university_degree,True,True
10508,42,blue-collar,divorced,high_school,True,True
10509,39,self-employed,married,basic_9y,True,True
10510,47,entrepreneur,married,professional_course,True,True
10511,50,admin_,married,high_school,True,True
10512,26,technician,single,professional_course,True,True
10513,50,admin_,married,high_school,True,True
10514,54,management,divorced,university_degree,True,True
10515,46,housemaid,married,basic_4y,True,True
10516,34,admin_,married,high_school,True,True
10517,43,blue-collar,married,basic_9y,True,True
10518,31,services,single,university_degree,True,True
10519,25,student,single,high_school,True,True
10520,36,blue-collar,single,basic_9y,True,True
10521,53,admin_,married,basic_9y,True,True
10522,55,technician,married,university_degree,True,True
10523,51,blue-collar,married,basic_4y,True,True
10524,39,blue-collar,married,basic_6y,True,True
10525,31,admin_,divorced,high_school,True,True
10526,41,admin_,married,university_degree,True,True
10527,38,blue-collar,single,basic_4y,True,True
10528,28,blue-collar,single,basic_9y,True,True
10529,44,technician,married,basic_6y,True,True
10530,50,services,single,basic_4y,True,True
10531,47,services,divorced,high_school,True,True
10532,33,blue-collar,single,basic_4y,True,True
10533,36,technician,married,professional_course,True,True
10534,30,blue-collar,divorced,basic_9y,True,True
10535,34,admin_,single,high_school,True,True
10536,35,entrepreneur,married,basic_6y,True,True
10537,37,technician,married,professional_course,True,True
10538,31,blue-collar,married,professional_course,True,True
10539,53,blue-collar,married,basic_4y,True,True
10540,49,blue-collar,married,basic_9y,True,True
10541,47,services,married,high_school,True,True
10542,55,admin_,married,high_school,True,True
10543,48,admin_,married,high_school,True,True
10544,38,admin_,single,university_degree,True,True
10545,29,admin_,single,university_degree,True,True
10546,54,admin_,married,university_degree,True,True
10547,53,services,unknown,,True,True
10548,36,blue-collar,married,basic_4y,True,True
10549,32,blue-collar,married,basic_6y,True,True
10550,24,blue-collar,married,basic_9y,True,True
10551,27,blue-collar,married,basic_9y,True,True
10552,28,admin_,married,high_school,True,True
10553,37,self-employed,married,basic_9y,True,True
10554,36,technician,married,university_degree,True,True
10555,40,admin_,single,university_degree,True,True
10556,27,self-employed,single,university_degree,True,True
10557,25,blue-collar,married,basic_9y,True,True
10558,42,services,married,high_school,True,True
10559,36,services,divorced,university_degree,True,True
10560,39,unemployed,married,university_degree,True,True
10561,32,self-employed,married,professional_course,True,True
10562,30,technician,married,high_school,True,True
10563,32,blue-collar,married,basic_4y,True,True
10564,34,admin_,married,university_degree,True,True
10565,30,blue-collar,single,basic_4y,True,True
10566,50,management,single,university_degree,True,True
10567,54,blue-collar,married,basic_9y,True,True
10568,47,housemaid,single,basic_4y,True,True
10569,32,self-employed,married,professional_course,True,True
10570,56,technician,married,professional_course,True,True
10571,30,admin_,single,high_school,True,True
10572,34,admin_,single,high_school,True,True
10573,38,admin_,married,university_degree,True,True
10574,49,admin_,divorced,university_degree,True,True
10575,35,technician,single,university_degree,True,True
10576,45,blue-collar,single,basic_4y,True,True
10577,32,unemployed,single,high_school,True,True
10578,47,blue-collar,married,basic_6y,True,True
10579,36,technician,married,university_degree,True,True
10580,50,management,married,high_school,True,True
10581,50,technician,married,professional_course,True,True
10582,25,technician,married,high_school,True,True
10583,37,blue-collar,single,basic_6y,True,True
10584,31,blue-collar,married,basic_6y,True,True
10585,38,admin_,single,basic_9y,True,True
10586,45,technician,married,university_degree,True,True
10587,36,unemployed,married,high_school,True,True
10588,38,technician,single,university_degree,True,True
10589,36,blue-collar,married,basic_9y,True,True
10590,36,blue-collar,married,basic_9y,True,True
10591,53,management,married,university_degree,True,True
10592,45,admin_,married,high_school,True,True
10593,34,management,married,university_degree,True,True
10594,47,blue-collar,married,basic_9y,True,True
10595,49,blue-collar,married,basic_9y,True,True
10596,31,technician,single,university_degree,True,True
10597,38,management,married,high_school,True,True
10598,57,retired,single,professional_course,True,True
10599,49,blue-collar,married,basic_9y,True,True
10600,51,blue-collar,married,basic_4y,True,True
10601,39,admin_,divorced,high_school,True,True
10602,54,management,married,university_degree,True,True
10603,52,services,married,high_school,True,True
10604,46,blue-collar,married,university_degree,True,True
10605,41,technician,married,university_degree,True,True
10606,40,admin_,married,high_school,True,True
10607,38,blue-collar,married,basic_9y,True,True
10608,37,blue-collar,married,high_school,True,True
10609,31,services,married,high_school,True,True
10610,48,blue-collar,married,basic_6y,True,True
10611,44,technician,divorced,professional_course,True,True
10612,36,technician,single,university_degree,True,True
10613,32,self-employed,married,basic_9y,True,True
10614,27,entrepreneur,single,university_degree,True,True
10615,35,blue-collar,married,basic_9y,True,True
10616,33,blue-collar,married,basic_9y,True,True
10617,37,technician,married,professional_course,True,True
10618,36,technician,married,high_school,True,True
10619,39,blue-collar,married,basic_6y,True,True
10620,33,entrepreneur,married,university_degree,True,True
10621,45,unknown,married,,True,True
10622,30,blue-collar,married,basic_6y,True,True
10623,44,technician,single,,True,True
10624,42,blue-collar,married,basic_9y,True,True
10625,32,management,single,university_degree,True,True
10626,37,admin_,married,high_school,True,True
10627,39,unemployed,married,basic_9y,True,True
10628,42,blue-collar,divorced,high_school,True,True
10629,30,technician,single,university_degree,True,True
10630,33,unemployed,divorced,professional_course,True,True
10631,39,blue-collar,married,basic_9y,True,True
10632,43,technician,married,professional_course,True,True
10633,56,housemaid,divorced,basic_4y,True,True
10634,38,admin_,married,university_degree,True,True
10635,51,blue-collar,married,basic_4y,True,True
10636,44,admin_,divorced,high_school,True,True
10637,36,management,married,university_degree,True,True
10638,41,services,married,high_school,True,True
10639,39,student,single,,True,True
10640,32,technician,married,professional_course,True,True
10641,49,admin_,single,,True,True
10642,47,admin_,married,university_degree,True,True
10643,33,blue-collar,married,basic_9y,True,True
10644,47,technician,married,professional_course,True,True
10645,37,blue-collar,married,basic_6y,True,True
10646,45,admin_,divorced,university_degree,True,True
10647,38,blue-collar,married,professional_course,True,True
10648,57,housemaid,married,basic_6y,True,True
10649,57,self-employed,married,,True,True
10650,31,admin_,married,high_school,True,True
10651,35,blue-collar,married,basic_6y,True,True
10652,58,retired,married,basic_4y,True,True
10653,57,management,divorced,university_degree,True,True
10654,30,technician,single,professional_course,True,True
10655,50,admin_,married,university_degree,True,True
10656,43,unemployed,married,basic_9y,True,True
10657,33,technician,married,university_degree,True,True
10658,32,admin_,single,university_degree,True,True
10659,28,entrepreneur,married,basic_9y,True,True
10660,30,self-employed,single,university_degree,True,True
10661,37,management,married,university_degree,True,True
10662,50,services,divorced,high_school,True,True
10663,31,blue-collar,married,basic_9y,True,True
10664,27,housemaid,married,basic_9y,True,True
10665,35,services,single,high_school,True,True
10666,22,student,single,high_school,True,True
10667,50,blue-collar,married,basic_4y,True,True
10668,37,technician,married,high_school,True,True
10669,25,unemployed,single,high_school,True,True
10670,40,admin_,married,university_degree,True,True
10671,57,management,married,university_degree,True,True
10672,50,blue-collar,divorced,basic_9y,True,True
10673,43,admin_,single,high_school,True,True
10674,60,self-employed,married,professional_course,True,True
10675,44,technician,married,professional_course,True,True
10676,33,services,married,high_school,True,True
10677,55,retired,married,professional_course,True,True
10678,45,blue-collar,married,basic_6y,True,True
10679,33,technician,single,professional_course,True,True
10680,56,unemployed,divorced,university_degree,True,True
10681,54,technician,married,professional_course,True,True
10682,53,blue-collar,married,basic_9y,True,True
10683,41,admin_,divorced,high_school,True,True
10684,28,student,single,high_school,True,True
10685,52,blue-collar,divorced,high_school,True,True
10686,27,services,single,high_school,True,True
10687,28,technician,single,professional_course,True,True
10688,40,technician,married,basic_9y,True,True
10689,59,blue-collar,married,basic_6y,True,True
10690,41,services,married,high_school,True,True
10691,32,blue-collar,married,basic_9y,True,True
10692,35,technician,married,professional_course,True,True
10693,52,technician,married,high_school,True,True
10694,38,admin_,single,,True,True
10695,47,technician,married,professional_course,True,True
10696,37,services,divorced,high_school,True,True
10697,32,self-employed,married,basic_9y,True,True
10698,48,blue-collar,married,,True,True
10699,39,blue-collar,married,high_school,True,True
10700,33,admin_,married,university_degree,True,True
10701,36,entrepreneur,single,university_degree,True,True
10702,50,entrepreneur,married,university_degree,True,True
10703,37,admin_,single,high_school,True,True
10704,30,entrepreneur,married,professional_course,True,True
10705,57,self-employed,married,university_degree,True,True
10706,36,blue-collar,married,professional_course,True,True
10707,30,self-employed,single,university_degree,True,True
10708,33,admin_,married,high_school,True,True
10709,50,admin_,married,high_school,True,True
10710,29,services,married,high_school,True,True
10711,46,services,married,professional_course,True,True
10712,22,services,single,basic_4y,True,True
10713,50,admin_,married,high_school,True,True
10714,45,management,married,university_degree,True,True
10715,47,admin_,married,university_degree,True,True
10716,37,technician,married,university_degree,True,True
10717,42,self-employed,married,,True,True
10718,39,unemployed,married,professional_course,True,True
10719,37,technician,married,professional_course,True,True
10720,51,services,married,high_school,True,True
10721,55,technician,married,basic_9y,True,True
10722,28,admin_,married,high_school,True,True
10723,43,technician,married,professional_course,True,True
10724,40,services,married,basic_6y,True,True
10725,32,services,married,basic_9y,True,True
10726,43,admin_,married,university_degree,True,True
10727,56,retired,married,basic_4y,True,True
10728,26,blue-collar,married,basic_9y,True,True
10729,26,admin_,married,high_school,True,True
10730,36,self-employed,married,university_degree,True,True
10731,38,admin_,married,university_degree,True,True
10732,47,blue-collar,married,,True,True
10733,28,blue-collar,married,basic_6y,True,True
10734,39,admin_,married,high_school,True,True
10735,50,management,married,basic_4y,True,True
10736,40,admin_,married,high_school,True,True
10737,50,housemaid,divorced,basic_4y,True,True
10738,33,admin_,single,high_school,True,True
10739,54,admin_,divorced,university_degree,True,True
10740,29,admin_,single,university_degree,True,True
10741,33,admin_,single,university_degree,True,True
10742,29,student,married,high_school,True,True
10743,27,technician,single,high_school,True,True
10744,57,blue-collar,married,basic_4y,True,True
10745,34,entrepreneur,single,professional_course,True,True
10746,28,services,single,high_school,True,True
10747,35,admin_,married,university_degree,True,True
10748,35,self-employed,married,basic_9y,True,True
10749,50,blue-collar,single,basic_9y,True,True
10750,45,blue-collar,married,basic_6y,True,True
10751,40,entrepreneur,married,basic_4y,True,True
10752,41,management,married,basic_6y,True,True
10753,58,admin_,single,professional_course,True,True
10754,36,blue-collar,married,university_degree,True,True
10755,36,admin_,single,university_degree,True,True
10756,37,admin_,married,university_degree,True,True
10757,37,technician,married,high_school,True,True
10758,42,admin_,married,high_school,True,True
10759,54,technician,married,professional_course,True,True
10760,39,blue-collar,married,basic_4y,True,True
10761,39,admin_,married,university_degree,True,True
10762,30,blue-collar,married,basic_4y,True,True
10763,39,entrepreneur,married,high_school,True,True
10764,40,services,single,high_school,True,True
10765,37,technician,single,high_school,True,True
10766,52,unemployed,married,high_school,True,True
10767,56,admin_,married,,True,True
10768,43,blue-collar,married,basic_6y,True,True
10769,31,management,married,high_school,True,True
10770,42,unemployed,married,professional_course,True,True
10771,26,admin_,single,basic_4y,True,True
10772,39,services,married,high_school,True,True
10773,42,management,married,basic_9y,True,True
10774,44,services,single,high_school,True,True
10775,30,blue-collar,divorced,basic_9y,True,True
10776,42,blue-collar,married,basic_6y,True,True
10777,45,unknown,married,,True,True
10778,44,entrepreneur,married,basic_4y,True,True
10779,44,blue-collar,married,high_school,True,True
10780,28,management,married,high_school,True,True
10781,45,blue-collar,married,basic_4y,True,True
10782,35,unemployed,divorced,basic_4y,True,True
10783,37,technician,single,university_degree,True,True
10784,24,admin_,single,university_degree,True,True
10785,30,technician,married,university_degree,True,True
10786,43,blue-collar,married,basic_6y,True,True
10787,32,technician,divorced,professional_course,True,True
10788,36,admin_,single,high_school,True,True
10789,44,admin_,divorced,high_school,True,True
10790,46,blue-collar,divorced,basic_6y,True,True
10791,45,management,married,university_degree,True,True
10792,29,technician,divorced,university_degree,True,True
10793,51,blue-collar,married,basic_4y,True,True
10794,37,blue-collar,single,university_degree,True,True
10795,55,housemaid,married,university_degree,True,True
10796,38,blue-collar,divorced,basic_6y,True,True
10797,59,admin_,married,university_degree,True,True
10798,32,self-employed,divorced,professional_course,True,True
10799,58,blue-collar,married,high_school,True,True
10800,32,blue-collar,married,basic_9y,True,True
10801,54,blue-collar,married,high_school,True,True
10802,38,unemployed,married,basic_9y,True,True
10803,49,blue-collar,married,basic_4y,True,True
10804,43,services,married,high_school,True,True
10805,36,admin_,divorced,high_school,True,True
10806,52,admin_,married,university_degree,True,True
10807,43,technician,single,professional_course,True,True
10808,28,admin_,single,high_school,True,True
10809,46,technician,divorced,professional_course,True,True
10810,42,housemaid,married,,True,True
10811,31,blue-collar,married,basic_9y,True,True
10812,38,blue-collar,married,basic_9y,True,True
10813,50,services,married,high_school,True,True
10814,39,services,single,high_school,True,True
10815,34,technician,married,university_degree,True,True
10816,30,management,single,university_degree,True,True
10817,51,technician,married,high_school,True,True
10818,43,admin_,married,high_school,True,True
10819,26,admin_,single,high_school,True,True
10820,35,admin_,married,university_degree,True,True
10821,24,entrepreneur,married,university_degree,True,True
10822,51,blue-collar,divorced,basic_4y,True,True
10823,31,unemployed,divorced,basic_4y,True,True
10824,45,entrepreneur,married,university_degree,True,True
10825,30,student,single,university_degree,True,True
10826,46,unemployed,divorced,basic_9y,True,True
10827,44,admin_,single,high_school,True,True
10828,26,blue-collar,single,,True,True
10829,38,blue-collar,married,basic_6y,True,True
10830,30,admin_,married,university_degree,True,True
10831,33,blue-collar,single,basic_9y,True,True
10832,31,blue-collar,single,basic_9y,True,True
10833,47,blue-collar,single,basic_4y,True,True
10834,57,retired,married,,True,True
10835,36,blue-collar,single,high_school,True,True
10836,30,services,married,high_school,True,True
10837,40,blue-collar,divorced,basic_9y,True,True
10838,32,services,married,professional_course,True,True
10839,45,entrepreneur,married,,True,True
10840,29,technician,single,high_school,True,True
10841,37,management,married,university_degree,True,True
10842,45,blue-collar,married,,True,True
10843,48,technician,married,professional_course,True,True
10844,35,admin_,divorced,basic_9y,True,True
10845,34,admin_,married,university_degree,True,True
10846,42,technician,married,basic_6y,True,True
10847,32,admin_,single,high_school,True,True
10848,31,technician,married,professional_course,True,True
10849,38,admin_,single,university_degree,True,True
10850,30,blue-collar,married,basic_6y,True,True
10851,54,housemaid,married,basic_4y,True,True
10852,38,admin_,single,basic_9y,True,True
10853,25,blue-collar,single,basic_9y,True,True
10854,25,services,single,professional_course,True,True
10855,51,unemployed,divorced,university_degree,True,True
10856,35,blue-collar,single,basic_4y,True,True
10857,28,admin_,single,university_degree,True,True
10858,47,services,married,high_school,True,True
10859,35,technician,single,professional_course,True,True
10860,51,blue-collar,single,basic_9y,True,True
10861,28,technician,single,university_degree,True,True
10862,34,services,married,basic_9y,True,True
10863,27,blue-collar,married,basic_4y,True,True
10864,31,services,married,high_school,True,True
10865,35,technician,married,professional_course,True,True
10866,56,management,married,university_degree,True,True
10867,31,services,single,basic_6y,True,True
10868,41,blue-collar,divorced,basic_4y,True,True
10869,58,blue-collar,married,basic_4y,True,True
10870,38,blue-collar,married,basic_6y,True,True
10871,47,services,married,high_school,True,True
10872,46,blue-collar,married,basic_4y,True,True
10873,56,retired,married,high_school,True,True
10874,47,services,married,high_school,True,True
10875,33,admin_,single,high_school,True,True
10876,55,technician,married,professional_course,True,True
10877,47,services,married,high_school,True,True
10878,56,retired,married,high_school,True,True
10879,32,blue-collar,married,high_school,True,True
10880,41,blue-collar,married,basic_6y,True,True
10881,52,self-employed,married,professional_course,True,True
10882,43,blue-collar,married,basic_4y,True,True
10883,29,admin_,married,high_school,True,True
10884,41,admin_,divorced,high_school,True,True
10885,23,blue-collar,married,professional_course,True,True
10886,51,blue-collar,divorced,,True,True
10887,36,services,single,high_school,True,True
10888,51,blue-collar,divorced,,True,True
10889,35,technician,married,professional_course,True,True
10890,43,blue-collar,married,basic_6y,True,True
10891,32,services,married,high_school,True,True
10892,41,services,married,basic_9y,True,True
10893,43,self-employed,married,university_degree,True,True
10894,54,retired,single,basic_4y,True,True
10895,25,admin_,single,high_school,True,True
10896,36,admin_,married,high_school,True,True
10897,36,admin_,married,high_school,True,True
10898,42,admin_,divorced,university_degree,True,True
10899,35,entrepreneur,single,professional_course,True,True
10900,50,management,married,university_degree,True,True
10901,42,admin_,divorced,university_degree,True,True
10902,32,admin_,married,high_school,True,True
10903,32,admin_,married,high_school,True,True
10904,51,services,married,high_school,True,True
10905,39,blue-collar,divorced,basic_9y,True,True
10906,38,blue-collar,married,basic_9y,True,True
10907,43,blue-collar,married,basic_6y,True,True
10908,39,blue-collar,divorced,basic_9y,True,True
10909,41,services,married,basic_9y,True,True
10910,34,admin_,single,high_school,True,True
10911,36,admin_,married,high_school,True,True
10912,28,services,single,high_school,True,True
10913,49,housemaid,divorced,basic_4y,True,True
10914,31,blue-collar,married,basic_9y,True,True
10915,25,housemaid,married,basic_4y,True,True
10916,29,management,married,university_degree,True,True
10917,56,blue-collar,married,basic_4y,True,True
10918,54,blue-collar,divorced,basic_4y,True,True
10919,31,admin_,married,high_school,True,True
10920,34,blue-collar,married,professional_course,True,True
10921,27,technician,married,university_degree,True,True
10922,31,admin_,married,high_school,True,True
10923,51,blue-collar,divorced,,True,True
10924,28,admin_,single,university_degree,True,True
10925,28,management,single,basic_9y,True,True
10926,26,blue-collar,married,basic_4y,True,True
10927,25,services,married,high_school,True,True
10928,39,technician,married,professional_course,True,True
10929,28,blue-collar,married,basic_9y,True,True
10930,33,admin_,married,university_degree,True,True
10931,39,technician,married,professional_course,True,True
10932,55,management,single,basic_4y,True,True
10933,29,management,married,university_degree,True,True
10934,51,management,married,university_degree,True,True
10935,28,blue-collar,married,basic_9y,True,True
10936,24,blue-collar,single,basic_4y,True,True
10937,24,blue-collar,single,basic_4y,True,True
10938,45,blue-collar,divorced,,True,True
10939,20,services,single,high_school,True,True
10940,34,blue-collar,married,basic_9y,True,True
10941,25,blue-collar,married,basic_9y,True,True
10942,29,self-employed,married,professional_course,True,True
10943,29,blue-collar,married,basic_9y,True,True
10944,29,self-employed,married,professional_course,True,True
10945,32,blue-collar,married,basic_6y,True,True
10946,32,blue-collar,married,basic_6y,True,True
10947,32,admin_,single,university_degree,True,True
10948,38,blue-collar,single,university_degree,True,True
10949,29,blue-collar,married,,True,True
10950,37,technician,single,university_degree,True,True
10951,36,blue-collar,married,basic_9y,True,True
10952,55,management,single,basic_4y,True,True
10953,29,admin_,single,high_school,True,True
10954,43,blue-collar,married,basic_4y,True,True
10955,24,services,single,high_school,True,True
10956,24,services,single,high_school,True,True
10957,55,blue-collar,married,basic_4y,True,True
10958,38,blue-collar,married,basic_4y,True,True
10959,40,admin_,married,university_degree,True,True
10960,41,services,married,basic_9y,True,True
10961,29,entrepreneur,single,professional_course,True,True
10962,58,management,unknown,university_degree,True,True
10963,28,admin_,married,university_degree,True,True
10964,57,unemployed,married,basic_9y,True,True
10965,57,housemaid,married,basic_4y,True,True
10966,33,services,married,basic_4y,True,True
10967,43,blue-collar,married,basic_4y,True,True
10968,38,blue-collar,married,professional_course,True,True
10969,56,technician,single,university_degree,True,True
10970,52,services,single,high_school,True,True
10971,25,technician,married,professional_course,True,True
10972,31,housemaid,married,professional_course,True,True
10973,52,services,single,high_school,True,True
10974,36,admin_,married,high_school,True,True
10975,32,student,single,university_degree,True,True
10976,26,technician,single,high_school,True,True
10977,41,services,married,high_school,True,True
10978,31,entrepreneur,divorced,high_school,True,True
10979,28,management,married,university_degree,True,True
10980,32,blue-collar,divorced,basic_9y,True,True
10981,41,technician,single,professional_course,True,True
10982,29,technician,divorced,professional_course,True,True
10983,39,management,married,basic_9y,True,True
10984,42,management,married,university_degree,True,True
10985,50,unemployed,married,high_school,True,True
10986,34,blue-collar,married,high_school,True,True
10987,32,blue-collar,single,high_school,True,True
10988,44,entrepreneur,married,professional_course,True,True
10989,42,retired,married,professional_course,True,True
10990,48,technician,divorced,university_degree,True,True
10991,41,self-employed,married,basic_9y,True,True
10992,27,management,single,high_school,True,True
10993,32,technician,married,professional_course,True,True
10994,55,blue-collar,married,basic_4y,True,True
10995,27,admin_,single,university_degree,True,True
10996,41,admin_,married,university_degree,True,True
10997,43,blue-collar,married,basic_4y,True,True
10998,54,unemployed,married,high_school,True,True
10999,52,blue-collar,divorced,high_school,True,True
11000,55,management,single,basic_4y,True,True
11001,38,blue-collar,married,basic_9y,True,True
